StockCode,Description,transactions,total_quantity_sold,total_revenue,avg_unit_price,unique_customers,countries_sold
22844,VINTAGE CREAM DOG FOOD CONTAINER,421,1006,9686.820000000009,10.812494061757725,177,13
22144,CHRISTMAS CRAFT LITTLE FRIENDS,560,4082,9681.180000000004,2.574267857142863,320,13
22560,TRADITIONAL MODELLING CLAY,390,8168,9602.320000000003,1.4219487179487178,230,7
23175,REGENCY MILK JUG PINK ,332,3164,9600.150000000001,3.8768975903614447,207,15
22978,PANTRY ROLLING PIN,239,2465,9568.730000000001,4.341757322175732,154,10
22456,NATURAL SLATE CHALKBOARD LARGE ,479,1731,9554.470000000001,6.666889352818381,221,4
35970,ZINC FOLKART SLEIGH BELLS,470,5070,9546.530000000017,2.408702127659575,271,11
22952,60 CAKE CASES VINTAGE CHRISTMAS,648,16055,9511.51999999999,0.7597067901234588,343,14
21174,POTTERING IN THE SHED METAL SIGN,547,4179,9413.82000000001,2.6916453382084073,226,3
84375,SET OF 20 KIDS COOKIE CUTTERS,531,4322,9404.150000000001,2.506723163841808,291,16
85150,LADIES & GENTLEMEN METAL SIGN,481,4039,9388.530000000002,3.072370062370064,197,10
21155,RED RETROSPOT PEG BAG,493,3157,9301.400000000005,3.1293306288032485,206,9
23319,BOX OF 6 MINI 50'S CRACKERS,419,3739,9266.83999999999,2.6480906921241107,301,15
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,469,2375,9264.91,4.107846481876332,276,14
22966,GINGERBREAD MAN COOKIE CUTTER,689,7448,9212.150000000005,1.4500725689404936,389,15
84991,60 TEATIME FAIRY CAKE CASES,863,18214,9183.719999999998,0.6865121668597919,415,17
23318,BOX OF 6 MINI VINTAGE CRACKERS,384,3811,9167.39,2.740338541666672,271,12
20972,PINK CREAM FELT CRAFT TRINKET BOX ,631,7362,9159.310000000003,1.4220760697305868,313,12
23080,RED METAL BOX TOP SECRET,264,1079,9158.870000000003,9.32689393939394,149,13
48116,DOORMAT MULTICOLOUR STRIPE,202,1492,9088.630000000005,9.659653465346537,89,6
22729,ALARM CLOCK BAKELIKE ORANGE,455,2326,9080.2,4.509406593406593,180,10
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,454,6635,9050.440000000002,1.5626651982378856,169,10
22759,SET OF 3 NOTEBOOKS IN PARCEL,439,5445,9043.939999999997,2.042505694760822,254,18
22989,SET 2 PANTRY DESIGN TEA TOWELS,379,2815,9012.270000000002,3.6851187335092344,242,18
23439,HAND WARMER RED LOVE HEART,425,4027,8941.609999999997,2.2227529411764775,269,8
23322,LARGE WHITE HEART OF WICKER,583,3085,8925.409999999993,3.131646655231567,351,6
82582,AREA PATROLLED METAL SIGN,441,4367,8862.990000000002,2.394603174603172,177,7
21889,WOODEN BOX OF DOMINOES,605,6403,8862.290000000005,1.5736528925619835,337,12
22632,HAND WARMER RED RETROSPOT,387,4354,8770.429999999995,2.226744186046513,259,8
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,353,10557,8754.630000000005,0.9517280453257781,209,7
22947,WOODEN ADVENT CALENDAR RED,137,746,8714.239999999998,13.112481751824824,82,10
22147,FELTCRAFT BUTTERFLY HEARTS,498,6230,8626.940000000002,1.6373092369477869,288,10
22652,TRAVEL SEWING KIT,473,5097,8620.320000000002,1.9653488372093015,264,20
22795,SWEETHEART RECIPE BOOK STAND,372,1212,8577.999999999998,8.107473118279568,171,9
23082,SET 6 PAPER TABLE LANTERN HEARTS ,307,2333,8577.510000000002,4.089087947882736,206,9
71459,HANGING JAM JAR T-LIGHT HOLDER,349,10792,8560.839999999986,0.9102578796561583,194,7
23078,ICE CREAM PEN LIP GLOSS ,257,6831,8553.34,1.4267315175097275,160,12
21035,SET/2 RED RETROSPOT TEA TOWELS ,401,2603,8549.850000000002,4.537581047381546,152,13
84378,SET OF 3 HEART COOKIE CUTTERS,696,6350,8540.900000000003,1.627011494252873,377,15
21484,CHICK GREY HOT WATER BOTTLE,420,1882,8535.52,5.149619047619047,206,8
23256,CHILDRENS CUTLERY SPACEBOY ,366,2079,8525.969999999996,4.468196721311467,226,19
23493,VINTAGE DOILY TRAVEL SEWING KIT,430,3970,8509.679999999991,2.153441860465117,283,14
23321,SMALL WHITE HEART OF WICKER,653,4737,8473.270000000008,1.7467228177641594,379,9
21213,PACK OF 72 SKULL CAKE CASES,677,15176,8418.439999999999,0.7949335302806498,296,17
21210,SET OF 72 RETROSPOT PAPER  DOILIES,457,5812,8374.190000000008,1.782713347921223,245,18
22768,FAMILY PHOTO FRAME CORNICE,262,868,8268.540000000005,10.956526717557262,185,7
72741,GRAND CHOCOLATECANDLE,295,5978,8225.000000000002,1.5980338983050855,196,14
22192,BLUE DINER WALL CLOCK,365,954,8189.290000000002,9.043780821917807,180,14
22725,ALARM CLOCK BAKELIKE CHOCOLATE,437,1984,8168.600000000002,4.7765446224256305,172,12
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,699,5805,8161.460000000004,1.7151072961373384,326,15
22655,VINTAGE RED KITCHEN CABINET,38,60,8125.0,143.42105263157896,34,3
22667,RECIPE BOX RETROSPOT ,477,2901,8101.15,3.0362893081760967,234,13
22900, SET 2 TEA TOWELS I LOVE LONDON ,279,2789,8100.049999999999,3.548028673835128,132,7
71053,WHITE METAL LANTERN,319,1880,8056.52,4.654890282131662,146,4
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,633,8987,8050.529999999985,0.9888941548183237,369,12
21121,SET/10 RED POLKADOT PARTY CANDLES,388,6634,8033.85,1.3695876288659794,239,16
22616,PACK OF 12 LONDON TISSUES ,529,26339,7980.920000000002,0.4464839319470696,196,7
22940,FELTCRAFT CHRISTMAS FAIRY,334,1930,7953.999999999999,4.542814371257485,241,15
21770,OPEN CLOSED METAL SIGN,391,1641,7938.779999999999,5.521508951406658,264,17
22487,WHITE WOOD GARDEN PLANT LADDER,430,785,7919.230000000007,10.868860465116297,279,12
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,489,3093,7873.720000000001,3.314028629856853,186,12
22968,ROSE COTTAGE KEEPSAKE BOX ,190,795,7861.929999999998,11.965473684210542,119,12
21136,PAINTED METAL PEARS ASSORTED,380,4709,7830.319999999996,1.8050789473684195,260,10
23238,SET OF 4 KNICK KNACK TINS LONDON ,285,1862,7825.560000000008,4.737368421052626,151,13
22557,PLASTERS IN TIN VINTAGE PAISLEY ,585,4721,7777.09,1.8963418803418814,316,20
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,500,2446,7773.699999999991,3.8344800000000054,211,8
23007, SPACEBOY BABY GIFT SET,185,499,7758.699999999999,15.919027027027035,111,13
21908,CHOCOLATE THIS WAY METAL SIGN,475,3773,7756.4200000000055,2.532884210526315,221,11
23204,CHARLOTTE BAG APPLES DESIGN,586,7976,7741.940000000004,1.1219453924914653,200,11
48111,DOORMAT 3 SMILEY CATS,237,1176,7732.93,9.559957805907176,112,7
21258,VICTORIAN SEWING BOX LARGE,164,535,7674.799999999997,17.072500000000005,62,5
84970S,HANGING HEART ZINC T-LIGHT HOLDER,540,8905,7672.409999999995,1.1395555555555539,272,9
84406B,CREAM CUPID HEARTS COAT HANGER,287,2016,7657.32,4.3110452961672445,134,5
84949,SILVER HANGING T-LIGHT HOLDER,294,4801,7642.440000000003,1.8603061224489816,166,3
21231,SWEETHEART CERAMIC TRINKET BOX,514,6063,7628.5300000000025,1.5689299610894947,216,14
22991,GIRAFFE WOODEN RULER,281,3889,7608.790000000006,2.2713523131672586,186,10
21955,DOORMAT UNION JACK GUNS AND ROSES,210,1230,7597.020000000003,9.158476190476193,109,6
22750,FELTCRAFT PRINCESS LOLA DOLL,426,2020,7563.08,4.054037558685446,248,16
22585,PACK OF 6 BIRDY GIFT TAGS,417,6233,7561.640000000001,1.4672422062350123,242,15
22627,MINT KITCHEN SCALES,366,863,7547.390000000002,9.371366120218578,194,17
21668,RED STRIPE CERAMIC DRAWER KNOB,448,5528,7527.6600000000035,1.6665848214285706,170,12
22367,CHILDRENS APRON SPACEBOY DESIGN,561,3758,7520.280000000002,2.4117290552584616,299,17
22381,TOY TIDY PINK POLKADOT,475,3441,7437.940000000005,3.016378947368422,134,10
84836,ZINC METAL HEART DECORATION,550,5944,7426.8200000000015,1.3636727272727276,312,11
22741,FUNKY DIVA PEN,234,8547,7363.859999999999,1.1079059829059834,108,8
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,221,1875,7356.180000000006,4.660950226244347,137,12
21169,YOU'RE CONFUSING ME METAL SIGN ,464,4424,7320.360000000008,2.2363793103448253,192,8
23083,SET 6 PAPER TABLE LANTERN STARS ,250,1933,7254.6500000000015,4.234640000000001,162,7
23240,SET OF 4 KNICK KNACK TINS DOILEY ,186,1820,7252.940000000002,4.259892473118274,143,18
20969,RED FLORAL FELTCRAFT SHOULDER BAG,308,1962,7236.93,4.265194805194804,158,6
22631,CIRCUS PARADE LUNCH BOX ,406,3684,7207.370000000004,2.6035467980295532,169,16
22634,CHILDS BREAKFAST SET SPACEBOY ,227,766,7191.150000000005,10.308149779735682,156,14
22485,SET OF 2 WOODEN MARKET CRATES,208,526,7190.35,15.007980769230771,143,10
22553,PLASTERS IN TIN SKULLS,586,4293,7176.669999999997,1.963412969283278,282,20
22767,TRIPLE PHOTO FRAME CORNICE ,218,774,7173.550000000002,10.272889908256882,153,6
21787,RAIN PONCHO RETROSPOT,249,8878,7163.650000000003,1.0523694779116468,116,10
22834,HAND WARMER BABUSHKA DESIGN,379,4970,7136.229999999997,2.2241424802110847,200,8
21669,BLUE STRIPE CERAMIC DRAWER KNOB,441,5285,7136.000000000002,1.5910430839002259,168,14
22637,PIGGY BANK RETROSPOT ,334,2766,7121.38,3.0983233532934165,189,12
21259,VICTORIAN SEWING BOX SMALL ,287,1184,7106.950000000004,7.006376306620209,134,6
22505,MEMO BOARD COTTAGE DESIGN,317,1461,7104.219999999999,5.6564668769716056,187,13
23320,GIANT 50'S CHRISTMAS CRACKER,344,2668,7072.159999999998,2.802383720930226,261,9
21912,VINTAGE SNAKES & LADDERS,401,1792,7062.700000000003,4.908478802992516,202,10
22950,36 DOILIES VINTAGE CHRISTMAS,178,5172,7061.729999999987,1.5780337078651647,152,8
22663,JUMBO BAG DOLLY GIRL DESIGN,452,3420,7053.280000000003,2.574646017699114,172,10
C2,CARRIAGE,141,142,7051.0,49.87943262411348,30,4
22333,RETROSPOT PARTY BAG + STICKER SET,322,4494,7047.240000000001,1.8763975155279518,168,16
22946,WOODEN ADVENT CALENDAR CREAM,139,454,7047.170000000002,18.149568345323754,65,7
23215,JINGLE BELL HEART ANTIQUE SILVER,216,3567,7044.640000000005,2.259074074074076,163,4
22839,3 TIER CAKE TIN GREEN AND CREAM,204,447,7011.570000000003,18.563333333333343,108,9
23293,SET OF 12 FAIRY CAKE BAKING CASES,562,8486,7001.989999999996,1.061832740213524,324,18
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,265,1068,6977.599999999999,7.740037735849057,143,6
21922,UNION STRIPE WITH FRINGE  HAMMOCK,211,900,6952.309999999999,9.137677725118493,114,6
21877,HOME SWEET HOME MUG,355,5418,6942.330000000001,1.7151267605633813,175,11
21165,BEWARE OF THE CAT METAL SIGN ,457,4156,6939.080000000005,2.1548577680525143,179,13
21094,SET/6 RED SPOTTY PAPER PLATES,532,8758,6933.260000000003,0.9860338345864648,180,16
22109,FULL ENGLISH BREAKFAST PLATE,302,1643,6928.6500000000015,5.468741721854301,101,8
22840,ROUND CAKE TIN VINTAGE RED,274,916,6927.640000000004,8.3614598540146,194,14
21257,VICTORIAN SEWING BOX MEDIUM,263,689,6909.369999999999,11.250000000000002,101,6
22294,HEART FILIGREE DOVE  SMALL,314,5534,6901.330000000001,1.4488216560509557,163,5
21326,AGED GLASS SILVER T-LIGHT HOLDER,350,10583,6890.47,0.8180857142857141,169,5
22900,SET 2 TEA TOWELS I LOVE LONDON ,274,2130,6875.880000000004,3.9024817518248165,112,7
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,186,1728,6864.419999999998,4.607849462365591,115,15
22580,ADVENT CALENDAR GINGHAM SACK,249,1317,6860.089999999998,5.707309236947791,128,12
75049L,LARGE CIRCULAR MIRROR MOBILE,211,7114,6827.98,1.6716587677725114,72,1
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,419,5022,6815.900000000003,1.6859427207637223,160,11
23297,SET 40 HEART SHAPE PETIT FOUR CASES,163,4303,6792.229999999997,1.838957055214725,124,14
22620,4 TRADITIONAL SPINNING TOPS,496,4895,6789.460000000006,1.6548185483870954,261,16
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,211,1361,6785.169999999999,6.251800947867297,129,7
23254,CHILDRENS CUTLERY DOLLY GIRL ,299,1674,6782.759999999996,4.267926421404676,198,21
23541,WALL ART CLASSIC PUDDINGS ,150,864,6762.710000000003,9.736866666666668,96,4
23008,DOLLY GIRL BABY GIFT SET,135,435,6753.510000000001,16.138296296296303,100,15
23480,MINI LIGHTS WOODLAND MUSHROOMS,221,1801,6726.640000000003,4.4025791855203655,144,16
23247,BISCUIT TIN 50'S CHRISTMAS,315,2206,6715.929999999999,3.2805079365079295,232,13
22668,PINK BABY BUNTING,348,2190,6710.419999999996,4.112298850574712,163,17
21533,RETROSPOT LARGE MILK JUG,350,1361,6701.22,5.2932,210,11
85014A,BLACK/BLUE POLKADOT UMBRELLA,279,1164,6684.670000000001,6.485985663082434,184,11
21871,SAVE THE PLANET MUG,362,5454,6681.209999999998,1.8124033149171275,134,8
84988,SET OF 72 PINK HEART PAPER DOILIES,512,4312,6672.700000000006,2.1457421874999976,210,17
21888,BINGO SET,382,1693,6667.040000000002,4.694895287958113,211,11
20718,RED RETROSPOT SHOPPER BAG,581,4776,6613.039999999999,1.7756454388984515,237,15
84992,72 SWEETHEART FAIRY CAKE CASES,646,13360,6555.330000000003,0.6818266253869962,326,17
23229,VINTAGE DONKEY TAIL GAME ,252,1815,6550.170000000002,4.2522619047619035,183,14
22508,DOORSTOP RETROSPOT HEART,300,1599,6544.630000000001,4.553733333333333,178,9
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,208,742,6529.540000000008,9.28692307692309,130,5
21122,SET/10 PINK POLKADOT PARTY CANDLES,355,5331,6496.040000000001,1.3712676056338027,215,13
23311,VINTAGE CHRISTMAS STOCKING ,347,2390,6488.200000000006,2.965677233429398,247,12
84946,ANTIQUE SILVER TEA GLASS ETCHED,223,4558,6478.01,1.6141255605381153,118,3
22141,CHRISTMAS CRAFT TREE TOP ANGEL,469,2796,6474.2899999999945,2.596801705756934,257,11
23103,JINGLE BELL HEART DECORATION,374,3828,6472.359999999997,1.8457219251336892,224,6
22804,CANDLEHOLDER PINK HANGING HEART,411,2262,6471.24,3.1522141119221394,223,10
23553,LANDMARK FRAME CAMDEN TOWN ,69,569,6457.150000000001,13.290579710144932,51,1
84030E,ENGLISH ROSE HOT WATER BOTTLE,344,1506,6452.94,4.93343023255814,199,10
20676,RED RETROSPOT BOWL,456,5076,6441.060000000003,1.6275657894736844,186,17
23571,TRADITIONAL NAUGHTS & CROSSES,268,2859,6436.610000000005,1.886716417910442,196,9
23134,LARGE ZINC HEART WALL ORGANISER,38,1065,6431.110000000001,7.9068421052631574,30,2
22635,CHILDS BREAKFAST SET DOLLY GIRL ,196,682,6422.280000000003,10.365969387755097,144,15
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,459,6065,6412.770000000004,1.3049237472766873,235,11
22784,LANTERN CREAM GAZEBO ,309,1281,6405.539999999999,5.661391585760514,193,10
22979,PANTRY WASHING UP BRUSH,390,4097,6401.970000000003,1.8118205128205112,226,15
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,654,12063,6379.589999999998,0.6812844036697251,367,19
23172,REGENCY TEA PLATE PINK,306,3871,6360.910000000002,2.0664705882352954,161,14
22303,COFFEE MUG APPLES DESIGN,263,2822,6353.549999999996,2.761558935361218,156,7
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,291,2063,6349.950000000002,3.594673539518898,164,13
22151,PLACE SETTING WHITE HEART,340,15150,6332.289999999996,0.5775000000000009,175,8
21154,RED RETROSPOT OVEN GLOVE ,459,4035,6321.760000000002,1.944553376906318,176,14
21380,WOODEN HAPPY BIRTHDAY GARLAND,293,2168,6316.360000000002,3.484470989761088,139,14
21935,SUKI  SHOULDER BAG,531,3393,6298.610000000001,2.336911487758943,122,12
22826,LOVE SEAT ANTIQUE WHITE METAL,41,58,6210.0,114.02439024390245,33,3
23169,CLASSIC GLASS COOKIE JAR,304,1445,6191.690000000004,4.733848684210519,192,8
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,357,3533,6142.289999999999,1.7722408963585465,225,11
21670,BLUE SPOT CERAMIC DRAWER KNOB,382,4372,6141.290000000001,1.6993717277486904,159,10
21975,PACK OF 60 DINOSAUR CAKE CASES,638,12340,6117.910000000002,0.6237147335423183,288,19
23118,PARISIENNE JEWELLERY DRAWER ,258,813,6102.180000000001,8.390465116279069,155,9
21156,RETROSPOT CHILDRENS APRON,361,3171,6093.050000000002,2.3737119113573386,203,16
21671,RED SPOT CERAMIC DRAWER KNOB,374,4421,6078.540000000001,1.723502673796791,165,14
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,376,4396,6071.75,1.6744148936170218,155,11
47591D,PINK FAIRY CAKE CHILDRENS APRON,443,3211,6060.25,2.1560045146726825,251,16
47556B,TEA TIME TEA TOWELS ,2,2600,6045.0,2.325,1,1
23534,WALL ART STOP FOR TEA ,221,870,6042.1500000000015,7.858868778280555,132,8
17003,BROCADE RING PURSE ,242,23056,6036.39,0.36309917355371896,137,4
22366,DOORMAT AIRMAIL ,223,803,6034.9000000000015,9.680313901345293,105,12
22174,PHOTO CUBE,331,3239,6013.430000000002,2.5795166163142,105,7
21535,RED RETROSPOT SMALL MILK JUG,353,2497,6011.509999999994,2.755014164305952,205,9
48129,DOORMAT TOPIARY,206,904,6009.840000000002,8.774320388349514,126,9
23296,SET OF 6 TEA TIME BAKING CASES,383,4981,5988.049999999998,1.5235248041775458,244,16
23535,WALL ART BICYCLE SAFETY,178,850,5983.900000000006,7.80657303370788,103,6
23312,VINTAGE CHRISTMAS GIFT SACK,219,1424,5968.299999999996,4.450913242009125,169,7
22783,SET 3 WICKER OVAL BASKETS W LIDS,33,463,5961.25,14.623939393939388,30,4
23052,RECYCLED ACAPULCO MAT TURQUOISE,278,654,5949.340000000002,9.784460431654681,148,15
22150,3 STRIPEY MICE FELTCRAFT,479,3030,5925.390000000007,2.270918580375779,289,12
23154,SET OF 4 JAM JAR MAGNETS,249,2732,5907.360000000002,2.202891566265062,142,16
23113,PANTRY CHOPPING BOARD,57,1154,5868.500000000003,6.36175438596491,40,10
22971,QUEENS GUARD COFFEE MUG,274,2431,5849.289999999996,2.7821167883211695,165,6
23485,BOTANICAL GARDENS WALL CLOCK ,83,262,5843.919999999998,24.791807228915655,71,5
22207,FRYING PAN UNION FLAG,209,1334,5837.839999999999,6.171244019138756,69,5
22751,FELTCRAFT PRINCESS OLIVIA DOLL,294,1566,5812.72,4.232619047619047,185,14
22796,PHOTO FRAME 3 CLASSIC HANGING,235,584,5807.350000000001,10.459787234042556,147,7
22779,WOODEN OWLS LIGHT GARLAND ,154,1540,5802.6,4.184805194805195,89,11
22740,POLKADOT PEN,170,6842,5793.620000000001,1.1349411764705872,90,9
22365,DOORMAT RESPECTABLE HOUSE,183,793,5762.280000000001,9.75344262295082,84,11
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,109,1580,5729.110000000003,4.071467889908252,81,11
62018,SOMBRERO ,61,4415,5716.849999999999,1.8122950819672132,40,3
21242,RED RETROSPOT PLATE ,307,3376,5704.779999999999,2.081758957654722,149,16
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,397,4170,5695.77,2.0411335012594427,186,10
22907,PACK OF 20 NAPKINS PANTRY DESIGN,703,6587,5681.900000000006,0.9877809388335673,358,16
22088,PAPER BUNTING COLOURED LACE,240,1893,5661.049999999997,3.589833333333332,116,9
22837,HOT WATER BOTTLE BABUSHKA ,186,1166,5625.379999999999,5.564999999999993,108,5
22418,10 COLOUR SPACEBOY PEN,319,6564,5585.450000000004,1.0559561128526642,180,13
22488,NATURAL SLATE RECTANGLE CHALKBOARD,418,3196,5575.329999999995,2.0705502392344513,212,6
21558,SKULL LUNCH BOX WITH CUTLERY ,423,2138,5568.069999999998,3.3626241134751806,168,11
22798,ANTIQUE GLASS DRESSING TABLE POT,268,1799,5564.249999999998,3.778208955223877,127,5
23531,WALL ART BIG LOVE ,114,979,5559.109999999996,7.655438596491226,78,4
22429,ENAMEL MEASURING JUG CREAM,387,1272,5549.679999999999,4.834341085271318,228,6
23177,TREASURE ISLAND BOOK BOX,273,2535,5528.039999999999,2.697106227106228,175,16
23133,LARGE IVORY HEART WALL ORGANISER,155,782,5525.4000000000015,9.162451612903226,95,4
22464,HANGING METAL HEART LANTERN,360,3427,5519.419999999996,1.930555555555558,192,6
23158,SET OF 5 LUCKY CAT MAGNETS ,257,2635,5517.990000000005,2.670194552529184,97,11
23583,LUNCH BAG PAISLEY PARK  ,338,3395,5513.829999999998,1.7993491124260257,234,8
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,384,2628,5481.090000000001,2.527213541666665,217,14
22904,CALENDAR PAPER CUT DESIGN,278,1838,5479.060000000004,3.3472661870503555,163,13
22297,HEART IVORY TRELLIS SMALL,389,4171,5468.660000000003,1.738971722365039,158,6
23135,SMALL ZINC HEART WALL ORGANISER,45,1541,5416.18,5.675777777777777,32,1
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,26,35,5415.0,158.07692307692307,21,3
23205,CHARLOTTE BAG VINTAGE ALPHABET ,450,5459,5407.580000000002,1.1629777777777752,193,10
22584,PACK OF 6 PANNETONE GIFT BOXES,181,2100,5405.979999999999,3.0925966850828743,118,11
22845,VINTAGE CREAM CAT FOOD CONTAINER,318,803,5403.280000000003,7.84191823899372,156,14
22349,DOG BOWL CHASING BALL DESIGN,133,1368,5389.0199999999995,4.126992481203008,86,6
23494,VINTAGE DOILY DELUXE SEWING KIT ,208,813,5377.809999999996,6.804567307692323,146,13
21172,PARTY METAL SIGN ,480,3491,5345.880000000007,2.0122708333333295,237,8
22998,TRAVEL CARD WALLET KEEP CALM,546,12490,5314.9,0.49617216117216195,218,6
22120,WELCOME  WOODEN BLOCK LETTERS,191,526,5276.940000000002,10.983141361256548,122,6
22296,HEART IVORY TRELLIS LARGE,332,3156,5274.119999999996,1.8760843373494,190,8
22623,BOX OF VINTAGE JIGSAW BLOCKS ,238,940,5248.209999999999,6.180588235294112,166,12
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,115,1437,5234.560000000002,4.105304347826082,83,10
22848,BREAD BIN DINER STYLE PINK,129,324,5225.4,18.20224806201551,69,12
23132,SMALL IVORY HEART WALL ORGANISER,155,1034,5219.1,6.213032258064515,116,4
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,262,3869,5211.700000000001,1.6602290076335875,85,7
22781,GUMBALL MAGAZINE RACK,233,622,5198.66,9.826437768240337,119,8
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,362,1524,5195.030000000003,3.9936740331491687,164,9
23263,SET OF 3 WOODEN HEART DECORATIONS,487,3893,5184.690000000002,1.44271047227926,270,11
22689,DOORMAT MERRY CHRISTMAS RED ,148,676,5176.250000000002,10.129121621621623,95,7
22898,CHILDRENS APRON APPLES DESIGN,372,2426,5174.320000000002,2.5535752688172013,202,11
21844,RED RETROSPOT MUG,158,1848,5170.640000000001,3.3102531645569617,100,10
23157,SET OF 6 NATIVITY MAGNETS ,172,2810,5170.100000000002,2.3445930232558156,112,11
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,263,1208,5167.879999999999,5.433764258555135,118,14
21164,HOME SWEET HOME METAL SIGN ,286,1768,5161.880000000003,3.2902097902097864,167,12
23165,LARGE CERAMIC TOP STORAGE JAR,286,3118,5147.659999999996,1.9743356643356662,168,9
